Filename	Reason(s)
MY306879	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (163.9640) is an outlier (IQR method)
MY311537	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (52404.0000) is an outlier (IQR method); 1_NIR std (9239.0947) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (40167.0000) is an outlier (IQR method); 2_Red std (7845.6943) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (47297.0000) is an outlier (IQR method); 3_Green std (8787.3164) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (6524.0610) is an outlier (IQR method)
MY316300	DEM min is suspiciously low: -32768.00; 1_NIR min (3739.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (135.9346) is an outlier (IQR method)
MY665200	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (506.0326) is an outlier (IQR method)
MY765143	4_Blue max (65535.0000) is an outlier (IQR method)
MY916466	DEM min is suspiciously low: -32768.00; 2_Red std (4407.0728) is an outlier (IQR method); 3_Green std (5487.7617) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
MZ166670	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20240.4746) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20353.7754) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19862.2285) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19951.3945) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19899.8457) is an outlier (IQR method)
MZ848023	4_Blue max (65535.0000) is an outlier (IQR method)
NA344315	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20392.1797) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20791.5469) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19428.2207) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19477.6289) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19357.8516) is an outlier (IQR method)
NA378548	2_Red min (523.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NA568165	4_Blue min (-32768.0000) is an outlier (IQR method)
NB357284	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NB436055	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NB440215	1_NIR min (1380.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NB515712	0_SWIR max (65535.0000) is an outlier (IQR method)
NB631085	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18566.5820) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18859.4824) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (17249.9668) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17255.3242) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17066.0254) is an outlier (IQR method)
NB637898	1_NIR min (3309.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NB881537	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20778.0020) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (21336.5508) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19654.2617) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19694.7539) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19488.2070) is an outlier (IQR method)
NC164934	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NC518767	4_Blue min (-32768.0000) is an outlier (IQR method)
NC615028	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (188.4530) is an outlier (IQR method)
NC727296	0_SWIR max (40240.0000) is an outlier (IQR method); 1_NIR max (46188.0000) is an outlier (IQR method); 2_Red max (44273.0000) is an outlier (IQR method); 2_Red std (5342.1318) is an outlier (IQR method); 3_Green max (42477.0000) is an outlier (IQR method); 3_Green std (5147.4487) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
NC789855	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21395.3496) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (21707.4082) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (20467.4746) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20469.9277) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (20227.8887) is an outlier (IQR method)
NC895720	0_SWIR max (11055.0000) is an outlier (IQR method); 1_NIR max (11291.0000) is an outlier (IQR method)
ND188947	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
ND213122	DEM min is suspiciously low: -32768.00; 1_NIR min (2182.0000) is an outlier (IQR method); 2_Red min (1097.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (250.8293) is an outlier (IQR method)
ND245342	6_DEM std (96.0868) is an outlier (IQR method)
ND394032	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18258.2656) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (18643.9922) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (18178.0801) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (18267.9395) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (18104.7910) is an outlier (IQR method)
ND415618	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18614.7129) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19069.7617) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17351.0605) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17327.3828) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17138.5762) is an outlier (IQR method)
ND575394	6_DEM min (4.0000) is an outlier (IQR method)
ND583020	1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (50463.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (50213.0000) is an outlier (IQR method); 2_Red std (3858.5925) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (47012.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (45623.0000) is an outlier (IQR method)
NE326665	DEM min is suspiciously low: -32768.00; 1_NIR max (40705.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (212.6905) is an outlier (IQR method)
NE427637	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (513.1340) is an outlier (IQR method)
NF255225	2_Red min (1198.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NF269172	4_Blue max (65535.0000) is an outlier (IQR method)
NF627593	DEM min is suspiciously low: -32768.00; 0_SWIR max (48562.0000) is an outlier (IQR method); 0_SWIR std (7857.4502) is an outlier (IQR method); 1_NIR max (60877.0000) is an outlier (IQR method); 1_NIR std (9195.6436) is an outlier (IQR method); 2_Red max (58111.0000) is an outlier (IQR method); 2_Red std (8848.4287) is an outlier (IQR method); 3_Green max (54592.0000) is an outlier (IQR method); 3_Green std (8444.1846) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (9014.1865) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NF962595	1_NIR min (2694.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NF970055	4_Blue max (65535.0000) is an outlier (IQR method)
NG278887	1_NIR min (3545.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NG304450	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18783.9531) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18838.7773) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18160.6777) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18286.7480) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18287.2637) is an outlier (IQR method)
NG559990	DEM min is suspiciously low: -32768.00; 1_NIR max (62796.0000) is an outlier (IQR method); 1_NIR std (8474.1064) is an outlier (IQR method); 2_Red max (53174.0000) is an outlier (IQR method); 2_Red std (7930.1494) is an outlier (IQR method); 3_Green max (61752.0000) is an outlier (IQR method); 3_Green std (9939.2900) is an outlier (IQR method); 4_Blue std (6052.8403) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NH267457	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
NH283027	1_NIR max (41324.0000) is an outlier (IQR method)
NH319630	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NH413038	0_SWIR min (7880.0000) is an outlier (IQR method)
NH728700	5_CloudMask max (0.0000) is an outlier (IQR method)
NH791396	DEM min is suspiciously low: -32768.00; 0_SWIR max (11286.0000) is an outlier (IQR method); 1_NIR max (12360.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NH833675	DEM min is suspiciously low: -32768.00; 3_Green max (40852.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NH999462	4_Blue min (-32768.0000) is an outlier (IQR method)
NI117728	0_SWIR min (5679.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NI344296	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21590.4023) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (22092.2305) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20703.9102) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20677.7129) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (21687.4746) is an outlier (IQR method)
NI588337	6_DEM std (99.8162) is an outlier (IQR method)
NI645984	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19017.8867) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (19414.3984) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (18575.0508) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18585.6953) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (18413.0137) is an outlier (IQR method)
NI829837	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (179.0973) is an outlier (IQR method)
NJ140830	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19162.3906) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (19331.0469) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (19071.3281) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19143.8672) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (19048.1406) is an outlier (IQR method)
NJ438480	4_Blue max (65535.0000) is an outlier (IQR method)
NK149319	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17133.4707) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17285.7949) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16922.3594) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17008.1680) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17003.5332) is an outlier (IQR method)
NK950941	0_SWIR max (42688.0000) is an outlier (IQR method); 1_NIR max (43649.0000) is an outlier (IQR method)
NL159191	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (301.9173) is an outlier (IQR method)
NL183561	4_Blue max (65535.0000) is an outlier (IQR method)
NL237893	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17681.6035) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17806.3281) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17590.9395) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17686.4160) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17685.8594) is an outlier (IQR method)
NL705316	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18897.1445) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18830.9043) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17758.5723) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17753.2793) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17636.3945) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (262.5365) is an outlier (IQR method)
NL777162	4_Blue max (65535.0000) is an outlier (IQR method)
NL830264	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (43899.0000) is an outlier (IQR method); 0_SWIR std (12099.3457) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (52744.0000) is an outlier (IQR method); 1_NIR std (12811.6074) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (48629.0000) is an outlier (IQR method); 2_Red std (11489.4795) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (45373.0000) is an outlier (IQR method); 3_Green std (11444.8008) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (44260.0000) is an outlier (IQR method); 4_Blue std (11411.2705) is an outlier (IQR method)
NM305884	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19037.4590) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19388.5410) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17849.1895) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17835.8594) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17626.6719) is an outlier (IQR method)
NM791557	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (10888.4912) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (11390.6387) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (9985.9805) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (9945.9209) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (12171.8057) is an outlier (IQR method)
NM948330	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (189.8250) is an outlier (IQR method)
NN226395	4_Blue max (65535.0000) is an outlier (IQR method)
NN298049	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (249.9011) is an outlier (IQR method)
NN418083	0_SWIR max (65535.0000) is an outlier (IQR method); 1_NIR max (42692.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (3886.2617) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (6952.6011) is an outlier (IQR method)
NN713627	1_NIR max (40380.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NO255472	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (288.1795) is an outlier (IQR method)
NO272846	0_SWIR max (11259.0000) is an outlier (IQR method); 1_NIR max (11034.0000) is an outlier (IQR method); 5_CloudMask max (0.0000) is an outlier (IQR method)
NO339592	5_CloudMask max (0.0000) is an outlier (IQR method)
NO822858	0_SWIR max (65535.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 3_Green max (41791.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (6735.6328) is an outlier (IQR method)
NO927251	4_Blue max (65535.0000) is an outlier (IQR method)
NO993796	1_NIR max (14420.0000) is an outlier (IQR method); 4_Blue std (5001.2285) is an outlier (IQR method)
NP418157	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20238.0312) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20114.0293) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20113.3594) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20216.9180) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20416.5977) is an outlier (IQR method)
NP598597	5_CloudMask max (0.0000) is an outlier (IQR method)
NP682144	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (7642.0664) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (11725.0000) is an outlier (IQR method); 1_NIR std (7627.6406) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (7625.5811) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (54211.0000) is an outlier (IQR method); 3_Green std (7676.3125) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (7778.1084) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
NP697053	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17181.6309) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17394.8223) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (16570.9336) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (16626.1309) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (16591.9434) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (213.2127) is an outlier (IQR method)
NP790318	4_Blue max (65535.0000) is an outlier (IQR method)
NP815903	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21428.8223) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (21915.8203) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20845.8750) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20922.9902) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20634.5039) is an outlier (IQR method)
NQ783362	5_CloudMask max (0.0000) is an outlier (IQR method)
NQ936250	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18931.6562) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (19145.1133) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18731.0078) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18809.7344) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18828.8730) is an outlier (IQR method)
NR168079	5_CloudMask max (0.0000) is an outlier (IQR method)
NR537420	1_NIR min (1358.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
NR570665	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20531.8457) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20525.9844) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20521.6250) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20649.9883) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20685.8906) is an outlier (IQR method)
NR837093	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (12333.5410) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (12262.1182) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (10895.8076) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (10835.3115) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (10649.7266) is an outlier (IQR method)
NR883826	DEM min is suspiciously low: -32768.00; 1_NIR max (14948.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (6196.8154) is an outlier (IQR method)
NS422623	0_SWIR max (49074.0000) is an outlier (IQR method); 0_SWIR std (8392.5459) is an outlier (IQR method); 1_NIR max (65454.0000) is an outlier (IQR method); 1_NIR std (10909.1602) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (10361.9248) is an outlier (IQR method); 3_Green max (60676.0000) is an outlier (IQR method); 3_Green std (9871.6738) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (12897.3252) is an outlier (IQR method)
NS512658	1_NIR max (11498.0000) is an outlier (IQR method)
NS639764	5_CloudMask max (0.0000) is an outlier (IQR method)
NS878325	4_Blue max (65535.0000) is an outlier (IQR method)
NS925571	4_Blue max (65535.0000) is an outlier (IQR method)
NS994675	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21230.8691) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (21305.3965) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20397.8672) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20442.1328) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (20332.8496) is an outlier (IQR method)
NT132415	1_NIR max (14916.0000) is an outlier (IQR method)
NT383894	1_NIR max (11992.0000) is an outlier (IQR method)
NT509650	0_SWIR min (7692.0000) is an outlier (IQR method)
NT512982	DEM min is suspiciously low: -32768.00; 0_SWIR max (39516.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (163.5385) is an outlier (IQR method)
NT523135	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20948.9902) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (40069.0000) is an outlier (IQR method); 1_NIR std (21403.2363) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18842.2949) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18735.1309) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18298.4785) is an outlier (IQR method)
NT875201	1_NIR max (13951.0000) is an outlier (IQR method)
NT883369	6_DEM std (96.8725) is an outlier (IQR method)
NT997607	4_Blue min (-32768.0000) is an outlier (IQR method)
NU203831	4_Blue max (65535.0000) is an outlier (IQR method)
NU805796	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (95.4118) is an outlier (IQR method)
NU952188	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (188.3228) is an outlier (IQR method)
NU953797	4_Blue max (65535.0000) is an outlier (IQR method)
